Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,1999,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"500,000",
SURVEY,1999,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"280,000",
SURVEY,1999,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,78,
SURVEY,1998,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"80,165,000",
SURVEY,1998,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"72,589,000",
SURVEY,1998,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,134.4,
SURVEY,1998,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"500,000",
SURVEY,1998,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"300,000",
SURVEY,1998,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,84,
SURVEY,1997,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"79,537,000",
SURVEY,1997,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"72,671,000",
SURVEY,1997,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,126.7,
SURVEY,1997,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"490,000",
SURVEY,1997,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"325,000",
SURVEY,1997,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,93,
SURVEY,1996,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"79,229,000",
SURVEY,1996,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"72,644,000",
SURVEY,1996,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,127.1,
SURVEY,1996,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"450,000",
SURVEY,1996,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"310,000",
SURVEY,1996,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,126,
SURVEY,1995,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"71,479,000",
SURVEY,1995,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"65,210,000",
SURVEY,1995,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,113.5,
SURVEY,1995,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"430,000",
SURVEY,1995,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"275,000",
SURVEY,1995,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,111,
SURVEY,1994,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"78,921,000",
SURVEY,1994,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"72,514,000",
SURVEY,1994,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,138.6,
SURVEY,1994,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"500,000",
SURVEY,1994,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"350,000",
SURVEY,1994,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,98,
SURVEY,1993,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"73,239,000",
SURVEY,1993,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"62,933,000",
SURVEY,1993,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,100.7,
SURVEY,1993,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"490,000",
SURVEY,1993,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"285,000",
SURVEY,1993,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,60,
SURVEY,1992,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"79,311,000",
SURVEY,1992,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"72,077,000",
SURVEY,1992,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,131.5,
SURVEY,1992,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"520,000",
SURVEY,1992,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"360,000",
SURVEY,1992,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,116,
SURVEY,1991,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"75,957,000",
SURVEY,1991,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"68,822,000",
SURVEY,1991,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,108.6,
SURVEY,1991,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"500,000",
SURVEY,1991,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"335,000",
SURVEY,1991,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,84,
SURVEY,1990,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"74,166,000",
SURVEY,1990,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"66,952,000",
SURVEY,1990,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,118.5,
SURVEY,1990,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"530,000",
SURVEY,1990,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"365,000",
SURVEY,1990,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,100,
SURVEY,1989,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"72,322,000",
SURVEY,1989,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"64,783,000",
SURVEY,1989,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,116.3,
SURVEY,1989,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"510,000",
SURVEY,1989,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"365,000",
SURVEY,1989,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,110,
SURVEY,1988,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"67,717,000",
SURVEY,1988,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"58,250,000",
SURVEY,1988,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,84.6,
SURVEY,1988,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"530,000",
SURVEY,1988,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"295,000",
SURVEY,1988,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,79,
SURVEY,1987,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"66,200,000",
SURVEY,1987,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"59,505,000",
SURVEY,1987,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,119.8,
SURVEY,1987,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"575,000",
SURVEY,1987,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"325,000",
SURVEY,1987,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,63,
SURVEY,1986,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"76,580,000",
SURVEY,1986,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"68,907,000",
SURVEY,1986,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,119.4,
SURVEY,1986,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"730,000",
SURVEY,1986,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"400,000",
SURVEY,1986,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,54,
SURVEY,1985,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"83,398,000",
SURVEY,1985,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"75,209,000",
SURVEY,1985,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,118,
SURVEY,1985,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"740,000",
SURVEY,1985,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"550,000",
SURVEY,1985,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,99,
SURVEY,1984,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"80,517,000",
SURVEY,1984,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"71,897,000",
SURVEY,1984,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,106.7,
SURVEY,1984,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"750,000",
SURVEY,1984,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"540,000",
SURVEY,1984,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,104,
SURVEY,1983,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"60,207,000",
SURVEY,1983,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"51,479,000",
SURVEY,1983,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,81.1,
SURVEY,1983,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"610,000",
SURVEY,1983,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"340,000",
SURVEY,1983,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,48,
SURVEY,1982,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"81,857,000",
SURVEY,1982,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"72,719,000",
SURVEY,1982,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,113.2,
SURVEY,1982,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"835,000",
SURVEY,1982,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"620,000",
SURVEY,1982,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,101,
SURVEY,1981,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"84,097,000",
SURVEY,1981,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"74,524,000",
SURVEY,1981,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,108.9,
SURVEY,1981,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"820,000",
SURVEY,1981,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"625,000",
SURVEY,1981,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,90,
SURVEY,1980,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"84,043,000",
SURVEY,1980,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"72,961,000",
SURVEY,1980,YEAR,,NATIONAL,US TOTAL,,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,91,
SURVEY,1980,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"830,000",
SURVEY,1980,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"595,000",
SURVEY,1980,YEAR,,STATE,VIRGINIA,51,,,,,,,00000000,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,55,
